source_name_abbr,CHEMICAL,reported_chemical_name,reported_casrn,X,substanceid,withoutparenthetical,parenthetical
usgs,,"Discharge, River/Stream",,NA,NA,"Discharge, River/Stream",
usgs,,RBP Substrate - Cobbles 64-256 mm,,NA,NA,RBP Substrate - Cobbles 64-256 mm,Trp-P-2creatinine corrected
usgs,,"RBP2, Habitat type, sand-silt-mud-muck (%)",,NA,NA,"RBP2, Habitat type, sand-silt-mud-muck ",2-carbamoylethylcreatinine corrected
usgs,1,"Benzene, toluene, ethyl benzene, xylenes mix",,NA,NA,"Benzene, toluene, ethyl benzene, xylenes mix",
usgs,1,BDE-154,,NA,NA,BDE-154,
usgs,1,"Benzene, 1,2,4-tribromo-5-(2,4-dibromophenoxy)-***retired***use BDE-099",,NA,NA,"Benzene, 1,2,4-tribromo-5--***retired***use BDE-099",III
usgs,,"Transparency, Secchi tube with disk",,NA,NA,"Transparency, Secchi tube with disk","4,6-dimethoxy-2-pyrimidinyl"
usgs,,"Oil and Grease, surface slick/sheen - severity (choice list)",,NA,NA,"Oil and Grease, surface slick/sheen - severity ",
usgs,,Pumping rate,,NA,NA,Pumping rate,MOPcreatinine corrected
usgs,1,Polyphosphate,,NA,NA,Polyphosphate,IMPYcreatinine corrected
usgs,,Total Sample Volume,,NA,NA,Total Sample Volume,
usgs,,"Individuals examined, actual number",,NA,NA,"Individuals examined, actual number",
usgs,1,PCB-7/9,,NA,NA,PCB-7/9,
usgs,1,PCB-24/27,,NA,NA,PCB-24/27,beta
usgs,1,PCB-196/203,,NA,NA,PCB-196/203,
usgs,1,PCB-15/17,,NA,NA,PCB-15/17,
usgs,1,PCB-157/200,,NA,NA,PCB-157/200,
usgs,,"RBP2, weather condition, general observation (text)",,NA,NA,"RBP2, weather condition, general observation ",
usgs,,"RBP2, Weather Condition, Past 24 Hours (choice list)",,NA,NA,"RBP2, Weather Condition, Past 24 Hours ",p-chlorophenyl
usgs,1,"Total Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",,NA,NA,"Total Nitrogen, mixed forms , , organic,  and ",metilamino
usgs,1,Bromine,,NA,NA,Bromine,
usgs,1,Lutetium,,NA,NA,Lutetium,
usgs,1,Hafnium,,NA,NA,Hafnium,
usgs,1,Iridium,,NA,NA,Iridium,
usgs,1,PCB-135/144,,NA,NA,PCB-135/144,
usgs,1,PCB-138/163/164,,NA,NA,PCB-138/163/164,sand
usgs,,Relative humidity,,NA,NA,Relative humidity,
usgs,,RBP Turbidity Code (choice list),,NA,NA,RBP Turbidity Code ,Norharmancreatinine corrected
usgs,,Dissolved gases,,NA,NA,Dissolved gases,
usgs,1,"Toxicity, sediment, microtox, Vibrio fischeri, EC50**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",,NA,NA,"Toxicity, sediment, microtox, Vibrio fischeri, EC50**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",E
usgs,,"Gross alpha radioactivity, (Thorium-230 ref std)",,NA,NA,"Gross alpha radioactivity, ",>=2000 um
usgs,,"Gross beta radioactivity, (Cesium-137 ref std)",,NA,NA,"Gross beta radioactivity, ",>=63 to 200 um
usgs,1,Strontium-90,,NA,NA,Strontium-90,
usgs,1,Tritium,,NA,NA,Tritium,
usgs,1,Acetamiprid,,NA,NA,Acetamiprid,
usgs,1,Acetochlor ESA,,NA,NA,Acetochlor ESA,
usgs,1,Acetochlor OA,,NA,NA,Acetochlor OA,
usgs,1,Alachlor ESA,,NA,NA,Alachlor ESA,
usgs,1,"Benzenepropanenitrile, .alpha.-(cyclopropylcarbonyl)- 2-(methylsulfonyl)-.beta.- oxo-4-(trifluoromethyl)-",,NA,NA,"Benzenepropanenitrile, .alpha.-- 2--.beta.- oxo-4--",
usgs,1,Chlorimuron-ethyl,,NA,NA,Chlorimuron-ethyl,
usgs,1,Imazamethabenz acid,,NA,NA,Imazamethabenz acid,
usgs,1,Imazamethabenz-methyl,,NA,NA,Imazamethabenz-methyl,
usgs,1,Imazamox,,NA,NA,Imazamox,choice list
usgs,1,Imazapyr,,NA,NA,Imazapyr,
usgs,1,Mesotrione,,NA,NA,Mesotrione,
usgs,1,Metribuzin DK,,NA,NA,Metribuzin DK,p-methylphenyl ethynyl
usgs,1,Metsulfuron-methyl,,NA,NA,Metsulfuron-methyl,
usgs,1,Siduron,,NA,NA,Siduron,
usgs,1,Tembotrione,,NA,NA,Tembotrione,"3,5,6-trichloro-2-pyridinyl"
usgs,1,Thifensulfuron-methyl,,NA,NA,Thifensulfuron-methyl,N-Nitrosomethylamino3-pyridyl
usgs,1,Bensulfuron-methyl,,NA,NA,Bensulfuron-methyl,
usgs,1,Flufenacet OA,,NA,NA,Flufenacet OA,
usgs,1,Imazapic,,NA,NA,Imazapic,
usgs,1,Metribuzin DA,,NA,NA,Metribuzin DA,
usgs,1,Propachlor ESA,,NA,NA,Propachlor ESA,creatinine corrected
usgs,1,Isoxaflutole,,NA,NA,Isoxaflutole,
usgs,1,Metribuzin DADK,,NA,NA,Metribuzin DADK,
usgs,1,Propachlor OA,,NA,NA,Propachlor OA,creatinine corrected
usgs,1,Triasulfuron,,NA,NA,Triasulfuron,
usgs,1,Saflufenacil,,NA,NA,Saflufenacil,3-PBA
usgs,1,Chlorantraniliprole,,NA,NA,Chlorantraniliprole,
usgs,1,Ethofumesate,,NA,NA,Ethofumesate,Y/Nchoice list
usgs,1,Clothianidin,,NA,NA,Clothianidin,
usgs,1,Ethyl ether,,NA,NA,Ethyl ether,
usgs,1,"1,7-Dimethylxanthine",,NA,NA,"1,7-Dimethylxanthine",
usgs,1,5-Tolyltriazole,,NA,NA,5-Tolyltriazole,
usgs,1,Acetaminophen,,NA,NA,Acetaminophen,
usgs,1,"Benzenesulfonamide, 4-amino-N-2-pyrimidinyl-",,NA,NA,"Benzenesulfonamide, 4-amino-N-2-pyrimidinyl-",
usgs,1,Cotinine,,NA,NA,Cotinine,
usgs,1,Dihydrotestosterone,,NA,NA,Dihydrotestosterone,
usgs,1,Equilin,,NA,NA,Equilin,
usgs,1,Erythromycin,,NA,NA,Erythromycin,
usgs,1,Ethinyl estradiol,,NA,NA,Ethinyl estradiol,
usgs,1,Methyl salicylate,,NA,NA,Methyl salicylate,
usgs,1,Norethisterone,,NA,NA,Norethisterone,
usgs,1,Oxytetracycline,,NA,NA,Oxytetracycline,volumeUnit example: mg protein / ml homogenized matrix
usgs,1,Progesterone,,NA,NA,Progesterone,creatinine corrected
usgs,1,Sulfadimethoxine,,NA,NA,Sulfadimethoxine,
usgs,1,Sulfamethazine,,NA,NA,Sulfamethazine,
usgs,1,Tetracycline,,NA,NA,Tetracycline,
usgs,1,Thiabendazole,,NA,NA,Thiabendazole,
usgs,1,Trimethoprim,,NA,NA,Trimethoprim,PCB 157
usgs,1,17.alpha.-Estradiol,,NA,NA,17.alpha.-Estradiol,
usgs,1,Androsterone,,NA,NA,Androsterone,
usgs,1,Azithromycin,,NA,NA,Azithromycin,
usgs,1,"Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-",,NA,NA,"Benzeneacetic acid, .alpha.-methyl-4--",
usgs,1,Chlortetracycline,,NA,NA,Chlortetracycline,
usgs,1,Codeine,,NA,NA,Codeine,
usgs,1,Enrofloxacin,,NA,NA,Enrofloxacin,
usgs,1,Epi-chlorotetracycline,,NA,NA,Epi-chlorotetracycline,
usgs,1,Epi-tetracycline,,NA,NA,Epi-tetracycline,
usgs,1,Epitestosterone,,NA,NA,Epitestosterone,
usgs,1,Equilenin,,NA,NA,Equilenin,
usgs,1,Lomefloxacin,,NA,NA,Lomefloxacin,phylum cyanophyta
usgs,1,Mestranol,,NA,NA,Mestranol,
usgs,1,Nonylphenol diethoxylate,,NA,NA,Nonylphenol diethoxylate,TSP
usgs,1,Ofloxacin,,NA,NA,Ofloxacin,
usgs,1,Ormetoprim,,NA,NA,Ormetoprim,
usgs,1,Roxithromycin,,NA,NA,Roxithromycin,
usgs,1,Sulfachloropyridazine,,NA,NA,Sulfachloropyridazine,DDT
usgs,1,Triethyl citrate,,NA,NA,Triethyl citrate,
usgs,1,Tylosin,,NA,NA,Tylosin,PCB 177
usgs,1,Virginiamycin M1,,NA,NA,Virginiamycin M1,HxCDF
usgs,1,Warfarin,,NA,NA,Warfarin,
usgs,1,HCFC-21,,NA,NA,HCFC-21,
usgs,,Lake physical appearance (choice list),,NA,NA,Lake physical appearance ,
usgs,,Lake recreational suitability (choice list),,NA,NA,Lake recreational suitability ,
usgs,,Precipitation 48hr prior to monitoring event (choice list),,NA,NA,Precipitation 48hr prior to monitoring event ,2;2-Dibromovinylcis-DBCA
usgs,,"Algae, blue-green (phylum cyanophyta) density",,NA,NA,"Algae, blue-green  density",
usgs,,"UV Absorption, relative conc. of organic constituents",,NA,NA,"UV Absorption, relative conc. of organic constituents",HxCDD
usgs,1,Phycocyanin,,NA,NA,Phycocyanin,creatinine corrected
usgs,,Stream condition (text),,NA,NA,Stream condition ,
usgs,,"Stream Physical Appearance, Minnesota (choice list)",,NA,NA,"Stream Physical Appearance, Minnesota ",
usgs,,Stream recreational suitability (choice list),,NA,NA,Stream recreational suitability ,
usgs,,Precipitation 24hr prior to monitoring event (choice list),,NA,NA,Precipitation 24hr prior to monitoring event ,2;2-Dichlorovinyl
usgs,1,Heterotrophic bacteria,,NA,NA,Heterotrophic bacteria,
usgs,,Distance from/to,,NA,NA,Distance from/to,
usgs,,"RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)",,NA,NA,"RBP2, High G, Riparian Vegetative Zone Width, Left Bank ",creatinine corrected
usgs,,"RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list)",,NA,NA,"RBP2, High G, Riparian Vegetative Zone Width, Right Bank ",3-hydroxypropyl-1-methylcreatinine corrected
usgs,,Oil and Grease,,NA,NA,Oil and Grease,
usgs,1,1-Chlorobutane,,NA,NA,1-Chlorobutane,text
usgs,1,Chlordiazepoxide,,NA,NA,Chlordiazepoxide,
usgs,1,Edifenphos,,NA,NA,Edifenphos,
usgs,1,Furosemide,,NA,NA,Furosemide,
usgs,1,Hydrochlorothiazide,,NA,NA,Hydrochlorothiazide,
usgs,1,Methyl Acrylate,,NA,NA,Methyl Acrylate,
usgs,1,Monensin,,NA,NA,Monensin,
usgs,1,Nifedipine,,NA,NA,Nifedipine,TSP
usgs,1,O-Dinitrobenzene,,NA,NA,O-Dinitrobenzene,
usgs,1,Oxazepam,,NA,NA,Oxazepam,maximumin combination with matrx
usgs,1,Pentachloroethane,,NA,NA,Pentachloroethane,
usgs,1,Phenylpropanolamine,,NA,NA,Phenylpropanolamine,DBuPcreatinine corrected
usgs,1,Phenytoin,,NA,NA,Phenytoin,DoCPcreatinine corrected
usgs,1,Prednisolone,,NA,NA,Prednisolone,creatinine corrected
usgs,1,Sertraline,,NA,NA,Sertraline,DETP
usgs,1,Sulfathiazole,,NA,NA,Sulfathiazole,
usgs,1,Temazepam,,NA,NA,Temazepam,
usgs,1,Theophylline,,NA,NA,Theophylline,PFBA
usgs,1,Triamterene,,NA,NA,Triamterene,
usgs,1,Triazolam,,NA,NA,Triazolam,
usgs,,"RBP2, High G, Bank Stability, Left Bank (choice list)",,NA,NA,"RBP2, High G, Bank Stability, Left Bank ",2-cyanoethylcreatinine corrected
usgs,,"RBP2, High G, Bank Stability, Right Bank (choice list)",,NA,NA,"RBP2, High G, Bank Stability, Right Bank ",2-hydroxyethylcreatinine corrected
usgs,,"RBP2, High G, Channel Alteration (choice list)",,NA,NA,"RBP2, High G, Channel Alteration ",phenylcreatinine corrected
usgs,,"RBP2, High G, Channel Flow Status (choice list)",,NA,NA,"RBP2, High G, Channel Flow Status ",n-propylcreatinine corrected
usgs,,"RBP2, High G, Embeddedness (choice list)",,NA,NA,"RBP2, High G, Embeddedness ",3;4-dihydroxybutylcreatinine corrected
usgs,,"RBP2, High G, Epifaunal Substrate/Available Cover (choice list)",,NA,NA,"RBP2, High G, Epifaunal Substrate/Available Cover ",1-hydroxymethyl-2-propenylcreatinine corrected
usgs,,"RBP2, High G, Frequency of Riffles (or bends) (choice list)",,NA,NA,"RBP2, High G, Frequency of Riffles  ",2-hydroxy-3-butenylcreatinine corrected
usgs,,"RBP2, High G, Sediment Deposition (choice list)",,NA,NA,"RBP2, High G, Sediment Deposition ",creatinine corrected
usgs,,"RBP2, High G, Vegetative Protection, Left Bank (choice list)",,NA,NA,"RBP2, High G, Vegetative Protection, Left Bank ",N-methylcarbamoylcreatinine corrected
usgs,,"RBP2, High G, Vegetative Protection, Right Bank (choice list)",,NA,NA,"RBP2, High G, Vegetative Protection, Right Bank ",creatinine corrected
usgs,,"RBP2, High G, Velocity/Depth Regime (choice list)",,NA,NA,"RBP2, High G, Velocity/Depth Regime ",2-hydroxypropylcreatinine corrected
usgs,,"RBP2, Low G, habitat assessment total score",,NA,NA,"RBP2, Low G, habitat assessment total score",2;2-dichlorovinylcreatinine corrected
usgs,,"RBP2, Water Quality, Water Odors (choice list)",,NA,NA,"RBP2, Water Quality, Water Odors ",
usgs,,"RBP2, Low G, Bank Stability, Left Bank (choice list)",,NA,NA,"RBP2, Low G, Bank Stability, Left Bank ",phenyl-2-hydroxyethylcreatinine corrected
usgs,,"RBP2, Low G, Bank Stability, Right Bank (choice list)",,NA,NA,"RBP2, Low G, Bank Stability, Right Bank ",phenyl-2-hydroxyethylcreatinine corrected
usgs,,"RBP2, Low G, Channel Alteration (choice list)",,NA,NA,"RBP2, Low G, Channel Alteration ",creatinine corrected
usgs,,"RBP2, Low G, Channel Flow Status (choice list)",,NA,NA,"RBP2, Low G, Channel Flow Status ",trichlorovinylcreatinine corrected
usgs,,"RBP2, Low G, Channel Sinuosity (choice list)",,NA,NA,"RBP2, Low G, Channel Sinuosity ",benzylcreatinine corrected
usgs,,"RBP2, Low G, Epifaunal Substrate/Available Cover (choice list)",,NA,NA,"RBP2, Low G, Epifaunal Substrate/Available Cover ",1;2-dichlorovinylcreatinine corrected
usgs,,"RBP2, Low G, Pool Substrate Characterization (choice list)",,NA,NA,"RBP2, Low G, Pool Substrate Characterization ",dimethylphenylcreatinine corrected
usgs,,"RBP2, Low G, Pool Variability (choice list)",,NA,NA,"RBP2, Low G, Pool Variability ",creatinine corrected
usgs,,"RBP2, Low G, Riparian Vegetative Zone Width, Left Bank (choice list)",,NA,NA,"RBP2, Low G, Riparian Vegetative Zone Width, Left Bank ",creatinine corrected
usgs,,"RBP2, Low G, Riparian Vegetative Zone Width, Right Bank (choice list)",,NA,NA,"RBP2, Low G, Riparian Vegetative Zone Width, Right Bank ",creatinine corrected
usgs,,"RBP2, Low G, Sediment Deposition (choice list)",,NA,NA,"RBP2, Low G, Sediment Deposition ",
usgs,,"RBP2, Low G, Vegetative Protection, Left Bank (choice list)",,NA,NA,"RBP2, Low G, Vegetative Protection, Left Bank ",
usgs,,"RBP2, Low G, Vegetative Protection, Right Bank (choice list)",,NA,NA,"RBP2, Low G, Vegetative Protection, Right Bank ",2-ethyl-5-oxohexylMEOHP
usgs,,"Light, (PAR at depth/PAR at surface) x 100",,NA,NA,"Light,  x 100",
usgs,1,PCB-21/33/53,,NA,NA,PCB-21/33/53,alpha
usgs,1,PCB-137/176,,NA,NA,PCB-137/176,
usgs,1,PCB-171/202,,NA,NA,PCB-171/202,
usgs,1,PCB-172/197,,NA,NA,PCB-172/197,silt/clay
usgs,1,PCB-41/71,,NA,NA,PCB-41/71,
usgs,1,PCB-56/60,,NA,NA,PCB-56/60,
usgs,1,PCB-81/87,,NA,NA,PCB-81/87,
usgs,1,Total PCBs,,NA,NA,Total PCBs,"1,1,3,3-tetramethylbutyl"
usgs,,"Fish Kill, Severity (choice list)",,NA,NA,"Fish Kill, Severity ",
usgs,,Floating algae mat - severity (choice list),,NA,NA,Floating algae mat - severity ,
usgs,,Floating debris - severity (choice list),,NA,NA,Floating debris - severity ,
usgs,,Floating Detergent/Soap - Severity (choice list),,NA,NA,Floating Detergent/Soap - Severity ,
usgs,,Floating Garbage Severity (choice List),,NA,NA,Floating Garbage Severity ,
usgs,,"Hardness, Calcium",,NA,NA,"Hardness, Calcium",
usgs,1,"Inorganic nitrogen (NO2, NO3, & NH3)",,NA,NA,Inorganic nitrogen ,
usgs,,Gross-Uranium,,NA,NA,Gross-Uranium,>=200 to 630 um
usgs,,"Temperature, air, deg C",,NA,NA,"Temperature, air, deg C",
usgs,,UV 254,,NA,NA,UV 254,
usgs,1,1rs Cis-Permethrin,,NA,NA,1rs Cis-Permethrin,
usgs,1,2-Ethyl-6-methylaniline,,NA,NA,2-Ethyl-6-methylaniline,
usgs,1,"2,6-Diethylaniline",,NA,NA,"2,6-Diethylaniline",
usgs,1,4-Chloro-2-methylphenol,,NA,NA,4-Chloro-2-methylphenol,
usgs,1,cis-Propiconazole,,NA,NA,cis-Propiconazole,
usgs,1,Dicrotophos,,NA,NA,Dicrotophos,
usgs,1,Ethion monooxon,,NA,NA,Ethion monooxon,
usgs,1,Fenamiphos Sulfone,,NA,NA,Fenamiphos Sulfone,
usgs,1,Fenamiphos sulfoxide,,NA,NA,Fenamiphos sulfoxide,
usgs,1,Phorate O.A.,,NA,NA,Phorate O.A.,DpCPcreatinine corrected
usgs,1,Phosmetoxon,,NA,NA,Phosmetoxon,creatinine corrected
usgs,1,Terbufos oxygen analog sulfone,,NA,NA,Terbufos oxygen analog sulfone,
usgs,1,trans-Propiconazole,,NA,NA,trans-Propiconazole," 4-metoxi-6-metil-1 ,3,5-triazin-2-il"
usgs,1,.alpha.-HCH-d6,,NA,NA,.alpha.-HCH-d6,
usgs,1,Desulfinylfipronil,,NA,NA,Desulfinylfipronil,
usgs,1,Diazinon-D10,,NA,NA,Diazinon-D10,
usgs,1,"2,4-D methyl ester",,NA,NA,"2,4-D methyl ester",
usgs,1,Chlorthal-Monomethyl,,NA,NA,Chlorthal-Monomethyl,
usgs,1,Dichloroprop,,NA,NA,Dichloroprop,
usgs,1,N-(4-Chlorophenyl)-N'-methylurea,,NA,NA,N--N'-methylurea,choice list
usgs,1,Barban,,NA,NA,Barban,
usgs,1,Benomyl,,NA,NA,Benomyl,
usgs,1,Caffeine-13C,,NA,NA,Caffeine-13C,
usgs,1,Depth of pond or reservoir in feet,,NA,NA,Depth of pond or reservoir in feet,choice list
usgs,1,"1,2,3,4-Tetramethylbenzene",,NA,NA,"1,2,3,4-Tetramethylbenzene",
usgs,1,"1,2,3,5-Tetramethylbenzene",,NA,NA,"1,2,3,5-Tetramethylbenzene",
usgs,1,Ethyl tert-butyl ether,,NA,NA,Ethyl tert-butyl ether,
usgs,1,Tetrahydrofuran,,NA,NA,Tetrahydrofuran,
usgs,1,Vinyl bromide,,NA,NA,Vinyl bromide,PCDD
usgs,1,Salbutamol,,NA,NA,Salbutamol,
usgs,1,Ethyl nicotinate-d4,,NA,NA,Ethyl nicotinate-d4,
usgs,1,Deuterium,,NA,NA,Deuterium,
usgs,,"Flow rate, instantaneous",,NA,NA,"Flow rate, instantaneous",
usgs,1,Carbon-14,,NA,NA,Carbon-14,
usgs,,"Biomass, periphyton",,NA,NA,"Biomass, periphyton",
usgs,,Dry period preceding precipitation,,NA,NA,Dry period preceding precipitation,
usgs,1,Iodide,,NA,NA,Iodide,C10-C28
usgs,1,Hydrogen sulfide,,NA,NA,Hydrogen sulfide,
usgs,1,Radon-222,,NA,NA,Radon-222,PhIPcreatinine corrected
usgs,1,Aminomethylphosphonic acid,,NA,NA,Aminomethylphosphonic acid,
usgs,1,Glufosinate,,NA,NA,Glufosinate,
usgs,1,Glyphosate,,NA,NA,Glyphosate,
usgs,1,Arsenic ion (3+),,NA,NA,Arsenic ion ,
usgs,,"Detergent, severity (choice list)",,NA,NA,"Detergent, severity ",
usgs,,Reservoir storage,,NA,NA,Reservoir storage,
usgs,,Cloud cover (percent),,NA,NA,Cloud cover ,
usgs,,"Water transparency, Secchi disc",,NA,NA,"Water transparency, Secchi disc","1AR, 2R, 2AR, 3R, 6S, 6aS, 7S, 7aS"
usgs,1,Sulfur hexafluoride,,NA,NA,Sulfur hexafluoride,
usgs,1,Monomethylarsonate,,NA,NA,Monomethylarsonate,DO
usgs,,"Chemical oxygen demand, (high level)",,NA,NA,"Chemical oxygen demand, ",
usgs,1,"3,4-Dichlorophenyl isocyanate",,NA,NA,"3,4-Dichlorophenyl isocyanate",
usgs,1,Carboxin,,NA,NA,Carboxin,
usgs,1,Nickel-63,,NA,NA,Nickel-63,TSP
usgs,1,Nickel-59,,NA,NA,Nickel-59,TSP
usgs,1,Argon,,NA,NA,Argon,
usgs,1,Methane,,NA,NA,Methane,
usgs,,Iron-related bacteria,,NA,NA,Iron-related bacteria,
usgs,,Slime-forming bacteria,,NA,NA,Slime-forming bacteria,DEP
usgs,,"Bacteria, sulfate reducing",,NA,NA,"Bacteria, sulfate reducing",
usgs,1,Cyanazine-amide,,NA,NA,Cyanazine-amide,
usgs,1,"Triazines mixture, unspecified",,NA,NA,"Triazines mixture, unspecified",
usgs,1,Arsenite,,NA,NA,Arsenite,
usgs,,"Coliphage, Male Specific (F+) all Groups",,NA,NA,"Coliphage, Male Specific  all Groups",
usgs,1,Alachlor sulfinylacetic acid,,NA,NA,Alachlor sulfinylacetic acid,
usgs,1,Flufenacet sulfonic acid,,NA,NA,Flufenacet sulfonic acid,
usgs,1,sec-Alachlor sulfonic acid,,NA,NA,sec-Alachlor sulfonic acid,
usgs,1,2-[(2-Ethyl-6-methylphenyl)amino]-2-oxoethanesulfonic acid,,NA,NA,2-[amino]-2-oxoethanesulfonic acid,
usgs,1,Acetochlor sulfinylacetic acid,,NA,NA,Acetochlor sulfinylacetic acid,
usgs,1,Alachlor oxanilic acid,,NA,NA,Alachlor oxanilic acid,
usgs,1,Dimethenamid oxanilic acid,,NA,NA,Dimethenamid oxanilic acid,1-Hydroxyethyl
usgs,1,Arsenate,,NA,NA,Arsenate,
usgs,1,Caffeine-d9,,NA,NA,Caffeine-d9,
usgs,1,Bisphenol A-d3,,NA,NA,Bisphenol A-d3,
usgs,1,"Strontium-87/Strontium-86, ratio",,NA,NA,"Strontium-87/Strontium-86, ratio","t,t-MA"
usgs,1,Monomeric aluminum,,NA,NA,Monomeric aluminum,
usgs,1,Organic monomeric aluminum,,NA,NA,Organic monomeric aluminum,
usgs,1,2-Methyl-2-butanol,,NA,NA,2-Methyl-2-butanol,
usgs,1,tert-Butanol,,NA,NA,tert-Butanol,Lindane
usgs,1,Isobutyl alcohol-d6,,NA,NA,Isobutyl alcohol-d6,
usgs,1,2-Chloro-N-(2-ethyl-6-methylphenyl)acetamide,,NA,NA,2-Chloro-N-acetamide,low level
usgs,1,2-Hydroxy-4-isopropylamino-6-amino-s-triazine,,NA,NA,2-Hydroxy-4-isopropylamino-6-amino-s-triazine,
usgs,1,2-Hydroxy-6-ethylamino-4-amino-s-triazine,,NA,NA,2-Hydroxy-6-ethylamino-4-amino-s-triazine,
usgs,1,Cyanazine acid,,NA,NA,Cyanazine acid,
usgs,1,Dechloroacetochlor,,NA,NA,Dechloroacetochlor,
usgs,1,Dechloroalachlor,,NA,NA,Dechloroalachlor,
usgs,1,Dechlorodimethenamid,,NA,NA,Dechlorodimethenamid,
usgs,1,Dechlorometolachlor,,NA,NA,Dechlorometolachlor,
usgs,1,Deethylcyanazine,,NA,NA,Deethylcyanazine,
usgs,1,Deethylcyanazine acid,,NA,NA,Deethylcyanazine acid,
usgs,1,Deethylcyanazine amide,,NA,NA,Deethylcyanazine amide,
usgs,1,Demethyl fluometuron,,NA,NA,Demethyl fluometuron,
usgs,1,Hydroxyacetochlor,,NA,NA,Hydroxyacetochlor,
usgs,1,Hydroxyalachlor,,NA,NA,Hydroxyalachlor,
usgs,1,Hydroxydimethenamid,,NA,NA,Hydroxydimethenamid,
usgs,1,Hydroxymetolachlor,,NA,NA,Hydroxymetolachlor,
usgs,1,Hydroxysimazine,,NA,NA,Hydroxysimazine,
usgs,,"Biomass, plankton",,NA,NA,"Biomass, plankton",
usgs,1,C8-Alkylphenol,,NA,NA,C8-Alkylphenol,
usgs,1,2-Methylisoborneol,,NA,NA,2-Methylisoborneol,
usgs,1,Geosmin,,NA,NA,Geosmin,
usgs,,Floating sludge - severity (choice list),,NA,NA,Floating sludge - severity ,
usgs,,Gas bubble severity (choice list),,NA,NA,Gas bubble severity ,
usgs,,Density of water at 20 deg C,,NA,NA,Density of water at 20 deg C,Monera
usgs,1,Tellurium,,NA,NA,Tellurium,
usgs,1,Indium,,NA,NA,Indium,
usgs,,"Chemical oxygen demand, (low level)",,NA,NA,"Chemical oxygen demand, ",
usgs,1,Chloroacetonitrile,,NA,NA,Chloroacetonitrile,
usgs,1,Ethane,,NA,NA,Ethane,
usgs,1,Ethylene,,NA,NA,Ethylene,
usgs,,Extended diesel range organics C10-C36,,NA,NA,Extended diesel range organics C10-C36,
usgs,,Purge Volume,,NA,NA,Purge Volume,creatinine corrected
usgs,,"Depth, total, from below top of casing",,NA,NA,"Depth, total, from below top of casing",
usgs,,Well condition (choice list),,NA,NA,Well condition ,
usgs,,"Depth, from below top of casing to water level",,NA,NA,"Depth, from below top of casing to water level",
usgs,,"Biochemical oxygen demand, non-standard conditions",,NA,NA,"Biochemical oxygen demand, non-standard conditions","1,1-dimethylethyl"
usgs,1,Turbidity Field,,NA,NA,Turbidity Field,PCB 189
usgs,1,Tetrachlorvinphos,,NA,NA,Tetrachlorvinphos,
usgs,1,N-2-Ethylhexylbicycloheptenedicarboximide,,NA,NA,N-2-Ethylhexylbicycloheptenedicarboximide,
usgs,1,"Indeno (1,2,3-cd) perylene",,NA,NA,Indeno  perylene,
usgs,1,"1-Decanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heneicosafluoro-",,NA,NA,"1-Decanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heneicosafluoro-",choice list
usgs,1,"1,2,3,4,6,7/1,2,3,5,6,7-Hexachloronaphthalene",,NA,NA,"1,2,3,4,6,7/1,2,3,5,6,7-Hexachloronaphthalene",
usgs,1,"1,2,3,4/2,3,6,7-Tetrachloronaphthalene",,NA,NA,"1,2,3,4/2,3,6,7-Tetrachloronaphthalene",
usgs,1,"1,2,3,5,6,8-Hexachloronaphthalene",,NA,NA,"1,2,3,5,6,8-Hexachloronaphthalene",
usgs,1,"1,2,3,6,7-Pentachloronaphthalene",,NA,NA,"1,2,3,6,7-Pentachloronaphthalene",
usgs,1,"1,2,3,6,7,8-Hexachloronaphthalene",,NA,NA,"1,2,3,6,7,8-Hexachloronaphthalene",
usgs,1,"1,2,5,6-Tetrachloronaphthalene",,NA,NA,"1,2,5,6-Tetrachloronaphthalene",
usgs,1,"1,4-Dichloronaphthalene",,NA,NA,"1,4-Dichloronaphthalene",
usgs,1,"2,2',3,4,4',5'-Hexabromodiphenyl ether",,NA,NA,"2,2',3,4,4',5'-Hexabromodiphenyl ether",choice list
usgs,1,"2,2',4,4',5-Pentabromodiphenyl ether***retired***use BDE-099",,NA,NA,"2,2',4,4',5-Pentabromodiphenyl ether***retired***use BDE-099",
usgs,1,"2,4,6-Trinitro-5-tert-butyl-m-xylene",,NA,NA,"2,4,6-Trinitro-5-tert-butyl-m-xylene",
usgs,1,Aminocarb,,NA,NA,Aminocarb,
usgs,1,BDE-171,,NA,NA,BDE-171,chloromethyl
usgs,1,BDE-204,,NA,NA,BDE-204,
usgs,1,Bis(tributyltin) oxide,,NA,NA,Bis oxide,
usgs,1,"Dioxins and furans as 2,3,7,8-TCDD TEQs***retired***use Chlorinated dioxins and furans -- 2,3,7,8 congeners only",,NA,NA,"Dioxins and furans as 2,3,7,8-TCDD TEQs***retired***use Chlorinated dioxins and furans -- 2,3,7,8 congeners only",
