,DSSTox_Source_Record_Id,external_id,reported_chemical_name,reported_casrn,DSSTox_Substance_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_InChIKey,Structure_Formula
128,DTXRID4016336907,biomon_ca-90,Propyl paraben,NA,DTXSID4022527,Propylparaben,94-13-3,Single Compound,QELSKZZBTMNZEB-UHFFFAOYSA-N,C10H12O3
129,DTXRID2016336908,biomon_ca-91,trans-Nonachlor,NA,DTXSID5052709,trans-Nonachlor,39765-80-5,Single Compound,OCHOKXCPKDPNQU-DFACZZRHNA-N,C10H5Cl9
130,DTXRID0016336909,biomon_ca-92,Triclosan,NA,DTXSID5032498,Triclosan,3380-34-5,Single Compound,XEFQLINVKFYRCS-UHFFFAOYSA-N,C12H7Cl3O2
131,DTXRID5016336910,ca_airmon-1,"1,3 Dichloropropene(cisandtrans)",NA,DTXSID1022057,"1,3-Dichloropropene",542-75-6,Mixture of Stereoisomers,UOORRWUZONOOLO-UHFFFAOYSA-N,C3H4Cl2
132,DTXRID3016336911,ca_airmon-2,"1,3-Dichloropropene",NA,DTXSID1022057,"1,3-Dichloropropene",542-75-6,Mixture of Stereoisomers,UOORRWUZONOOLO-UHFFFAOYSA-N,C3H4Cl2
133,DTXRID1016336912,ca_airmon-3,Acephate,NA,DTXSID8023846,Acephate,30560-19-1,Single Compound,YASYVMFAVPKPKE-UHFFFAOYNA-N,C4H10NO3PS
134,DTXRID9016336913,ca_airmon-4,Acrolein,NA,DTXSID5020023,Acrolein,107-02-8,Single Compound,HGINCPLSRVDWNT-UHFFFAOYSA-N,C3H4O
135,DTXRID7016336914,ca_airmon-5,Bensulide,NA,DTXSID9032329,Bensulide,741-58-2,Single Compound,RRNIZKPFKNDSRS-UHFFFAOYSA-N,C14H24NO4PS3
136,DTXRID5016336915,ca_airmon-6,Carbon Disulfide,NA,DTXSID6023947,Carbon disulfide,75-15-0,Single Compound,QGJOPFRUJISHPQ-UHFFFAOYSA-N,CS2
137,DTXRID3016336916,ca_airmon-7,Chloropicrin,NA,DTXSID0020315,Chloropicrin,76-06-2,Single Compound,LFHISGNCFUNFFM-UHFFFAOYSA-N,CCl3NO2
138,DTXRID1016336917,ca_airmon-8,Chlorothalonil,NA,DTXSID0020319,Chlorothalonil,1897-45-6,Single Compound,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C8Cl4N2
139,DTXRID9016336918,ca_airmon-9,Chlorpyrifos,NA,DTXSID4020458,Chlorpyrifos,2921-88-2,Single Compound,SBPBAQFWLVIOKP-UHFFFAOYSA-N,C9H11Cl3NO3PS
140,DTXRID7016336919,ca_airmon-10,Chlorpyrifos OA,NA,DTXSID1038666,Chlorpyrifos oxon,5598-15-2,Single Compound,OTMOUPHCTWPNSL-UHFFFAOYSA-N,C9H11Cl3NO4P
141,DTXRID2016336920,ca_airmon-11,Chlorthal-dimethyl (DCPA),NA,DTXSID0024000,Chlorthal-dimethyl,1861-32-1,Single Compound,NPOJQCVWMSKXDN-UHFFFAOYSA-N,C10H6Cl4O4
142,DTXRID0016336921,ca_airmon-12,"cis-1,3-Dichloropropene",NA,DTXSID1032305,(Z)-Dichloropropene,10061-01-5,Single Compound,UOORRWUZONOOLO-UPHRSURJSA-N,C3H4Cl2
143,DTXRID8016336922,ca_airmon-13,Cypermethrin,NA,DTXSID1023998,Cypermethrin,52315-07-8,Mixture of Stereoisomers,KAATUXNTWXVJKI-UHFFFAOYNA-N,C22H19Cl2NO3
144,DTXRID6016336923,ca_airmon-14,Dacthal,NA,DTXSID0024000,Chlorthal-dimethyl,1861-32-1,Single Compound,NPOJQCVWMSKXDN-UHFFFAOYSA-N,C10H6Cl4O4
145,DTXRID4016336924,ca_airmon-15,DDVP,NA,DTXSID5020449,Dichlorvos,62-73-7,Single Compound,OEBRKCOSUFCWJD-UHFFFAOYSA-N,C4H7Cl2O4P
146,DTXRID2016336925,ca_airmon-16,Diazinon,NA,DTXSID9020407,Diazinon,333-41-5,Single Compound,FHIVAFMUCKRCQO-UHFFFAOYSA-N,C12H21N2O3PS
147,DTXRID0016336926,ca_airmon-17,Diazinon OA,NA,DTXSID5037523,Diazoxon,962-58-3,Single Compound,VBLJFQYCTRKKKF-UHFFFAOYSA-N,C12H21N2O4P
148,DTXRID8016336927,ca_airmon-18,Dicofol,NA,DTXSID4020450,Dicofol,115-32-2,Single Compound,UOAMTSKGCBMZTC-UHFFFAOYSA-N,C14H9Cl5O
149,DTXRID6016336928,ca_airmon-19,Dimethoate,NA,DTXSID7020479,Dimethoate,60-51-5,Single Compound,MCWXGJITAZMZEV-UHFFFAOYSA-N,C5H12NO3PS2
150,DTXRID4016336929,ca_airmon-20,Dimethoate OA,NA,DTXSID4037580,Omethoate,1113-02-6,Single Compound,PZXOQEXFMJCDPG-UHFFFAOYSA-N,C5H12NO4PS
151,DTXRID9016336930,ca_airmon-21,Diuron,NA,DTXSID0020446,Diuron,330-54-1,Single Compound,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,C9H10Cl2N2O
152,DTXRID7016336931,ca_airmon-22,Endosulfan,NA,DTXSID1020560,Endosulfan,115-29-7,Single Compound,RDYMFSUJUZBWLH-UHFFFAOYNA-N,C9H6Cl6O3S
153,DTXRID5016336932,ca_airmon-23,Endosulfan Sulfate,NA,DTXSID3037541,Endosulfan sulfate,1031-07-8,Mixture of Stereoisomers,AAPVQEMYVNZIOO-UHFFFAOYNA-N,C9H6Cl6O4S
154,DTXRID3016336933,ca_airmon-24,EPTC,NA,DTXSID1024091,EPTC,759-94-4,Single Compound,GUVLYNGULCJVDO-UHFFFAOYSA-N,C9H19NOS
155,DTXRID1016336934,ca_airmon-25,Iprodione,NA,DTXSID3024154,Iprodione,36734-19-7,Single Compound,ONUFESLQCSAYKA-UHFFFAOYSA-N,C13H13Cl2N3O3
156,DTXRID9016336935,ca_airmon-26,Malathion,NA,DTXSID4020791,Malathion,121-75-5,Mixture of Stereoisomers,JXSJBGJIGXNWCI-UHFFFAOYNA-N,C10H19O6PS2
157,DTXRID7016336936,ca_airmon-27,Malathion OA,NA,DTXSID9020790,Malaoxon,1634-78-2,Single Compound,WSORODGWGUUOBO-UHFFFAOYNA-N,C10H19O7PS
158,DTXRID5016336937,ca_airmon-28,Methidathion,NA,DTXSID5020819,Methidathion,950-37-8,Single Compound,MEBQXILRKZHVCX-UHFFFAOYSA-N,C6H11N2O4PS3
159,DTXRID3016336938,ca_airmon-29,Methyl Bromide,NA,DTXSID8020832,Methyl bromide,74-83-9,Single Compound,GZUXJHMPEANEGY-UHFFFAOYSA-N,CH3Br
160,DTXRID1016336939,ca_airmon-30,Methyl Iodide,NA,DTXSID0024187,Methyl iodide,74-88-4,Single Compound,INQOMBQAUSQDDS-UHFFFAOYSA-N,CH3I
161,DTXRID6016336940,ca_airmon-31,Metolachlor,NA,DTXSID4022448,Metolachlor,51218-45-2,Mixture of Stereoisomers,WVQBLGZPHOPPFO-UHFFFAOYNA-N,C15H22ClNO2
162,DTXRID4016336941,ca_airmon-32,MITC,NA,DTXSID2027204,Methyl isothiocyanate,556-61-6,Single Compound,LGDSHSYDSCRFAB-UHFFFAOYSA-N,C2H3NS
163,DTXRID2016336942,ca_airmon-33,Norflurazon,NA,DTXSID8024234,Norflurazon,27314-13-2,Single Compound,NVGOPFQZYCNLDU-UHFFFAOYSA-N,C12H9ClF3N3O
164,DTXRID0016336943,ca_airmon-34,Oryzalin,NA,DTXSID8024238,Oryzalin,19044-88-3,Single Compound,UNAHYJYOSSSJHH-UHFFFAOYSA-N,C12H18N4O6S
165,DTXRID8016336944,ca_airmon-35,Oxydemeton methyl,NA,DTXSID8025541,Oxydemeton-methyl,301-12-2,Single Compound,PMCVMORKVPSKHZ-UHFFFAOYNA-N,C6H15O4PS2
166,DTXRID6016336945,ca_airmon-36,Oxyfluorfen,NA,DTXSID7024241,Oxyfluorfen,42874-03-3,Single Compound,OQMBBFQZGJFLBU-UHFFFAOYSA-N,C15H11ClF3NO4
167,DTXRID4016336946,ca_airmon-37,Permethrin,NA,DTXSID8022292,Permethrin,52645-53-1,Single Compound,RLLPVAHGXHCWKJ-UHFFFAOYNA-N,C21H20Cl2O3
168,DTXRID2016336947,ca_airmon-38,Phosmet,NA,DTXSID5024261,Phosmet,732-11-6,Single Compound,LMNZTLDVJIUSHT-UHFFFAOYSA-N,C11H12NO4PS2
169,DTXRID0016336948,ca_airmon-39,pp-Dicofol,NA,DTXSID4020450,Dicofol,115-32-2,Single Compound,UOAMTSKGCBMZTC-UHFFFAOYSA-N,C14H9Cl5O
170,DTXRID8016336949,ca_airmon-40,Propargite,NA,DTXSID4024276,Propargite,2312-35-8,Mixture of Stereoisomers,ZYHMJXZULPZUED-UHFFFAOYNA-N,C19H26O4S
171,DTXRID3016336950,ca_airmon-41,Simazine,NA,DTXSID4021268,Simazine,122-34-9,Single Compound,ODCWYMIRDDJXKW-UHFFFAOYSA-N,C7H12ClN5
172,DTXRID1016336951,ca_airmon-42,SSS-tributyltriphosphorotrithioate (DEF),NA,DTXSID1024174,Tribufos,78-48-8,Single Compound,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,C12H27OPS3
173,DTXRID9016336952,ca_airmon-43,"t-1,3-Dichloropropene",NA,DTXSID2042480,"trans-1,3-Dichloropropene",10061-02-6,Single Compound,UOORRWUZONOOLO-OWOJBTEDSA-N,C3H4Cl2
174,DTXRID7016336953,ca_airmon-44,Trifluralin,NA,DTXSID4021395,Trifluralin,1582-09-8,Single Compound,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,C13H16F3N3O4
175,DTXRID5016336954,ca_surf_sediment-1,"1,4-dichlorobenzene (p-DCB0",NA,DTXSID1020431,"1,4-Dichlorobenzene",106-46-7,Single Compound,OCJBOOLMMGQPQU-UHFFFAOYSA-N,C6H4Cl2
176,DTXRID3016336955,ca_surf_sediment-2,"2,4-DB",NA,DTXSID7024035,"2,4-Dichlorophenoxybutyric acid",94-82-6,Single Compound,YIVXMZJTEQBPQO-UHFFFAOYSA-N,C10H10Cl2O3
177,DTXRID1016336956,ca_surf_sediment-3,"2,4-xylenol",NA,DTXSID2021864,"2,4-Dimethylphenol",105-67-9,Single Compound,KUFFULVDNCHOFZ-UHFFFAOYSA-N,C8H10O
178,DTXRID9016336957,ca_surf_sediment-4,alachlor,NA,DTXSID1022265,Alachlor,15972-60-8,Single Compound,XCSGPAVHZFQHGE-UHFFFAOYSA-N,C14H20ClNO2
179,DTXRID7016336958,ca_surf_sediment-5,allethrin,NA,DTXSID8035180,Allethrin,584-79-2,Mixture of Stereoisomers,ZCVAOQKBXKSDMS-UHFFFAOYNA-N,C19H26O3
180,DTXRID5016336959,ca_surf_sediment-6,alpha BHC,NA,DTXSID2020684,"alpha-1,2,3,4,5,6-Hexachlorocyclohexane",319-84-6,Single Compound,JLYXXMFPNIAWKQ-USMDRKQTNA-N,C6H6Cl6
181,DTXRID0016336960,ca_surf_sediment-7,atrazine,NA,DTXSID9020112,Atrazine,1912-24-9,Single Compound,MXWJVTOOROXGIU-UHFFFAOYSA-N,C8H14ClN5
182,DTXRID8016336961,ca_surf_sediment-8,azinphos-methyl,NA,DTXSID3020122,Azinphos-methyl,86-50-0,Single Compound,CJJOSEISRRTUQB-UHFFFAOYSA-N,C10H12N3O3PS2
183,DTXRID6016336962,ca_surf_sediment-9,azoxystrobin,NA,DTXSID0032520,Azoxystrobin,131860-33-8,Single Compound,WFDXOXNFNRHQEC-GHRIWEEISA-N,C22H17N3O5
184,DTXRID4016336963,ca_surf_sediment-10,benefin,NA,DTXSID3023899,Benfluralin,1861-40-1,Single Compound,SMDHCQAYESWHAE-UHFFFAOYSA-N,C13H16F3N3O4
185,DTXRID2016336964,ca_surf_sediment-11,beta-cyfluthrin,NA,DTXSID8032330,beta-Cyfluthrin,1820573-27-0,Mixture of Stereoisomers,QQODLKZGRKWIFG-ZAAXVRCTSA-N,C22H18Cl2FNO3
186,DTXRID0016336965,ca_surf_sediment-12,bhc (other than gamma isomer),NA,DTXSID7020687,"1,2,3,4,5,6-Hexachlorocyclohexane",608-73-1,Mixture of Stereoisomers,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,C6H6Cl6
187,DTXRID8016336966,ca_surf_sediment-13,bifenthrin,NA,DTXSID9020160,Bifenthrin,82657-04-3,Mixture of Stereoisomers,OMFRMAHOUUJSGP-KLUXTTGUNA-N,C23H22ClF3O2
188,DTXRID6016336967,ca_surf_sediment-14,bromacil,NA,DTXSID4022020,Bromacil,314-40-9,Single Compound,CTSLUCNDVMMDHG-UHFFFAOYNA-N,C9H13BrN2O2
189,DTXRID4016336968,ca_surf_sediment-15,butylate,NA,DTXSID7023936,Butylate,2008-41-5,Single Compound,BMTAFVWTTFSTOG-UHFFFAOYSA-N,C11H23NOS
190,DTXRID2016336969,ca_surf_sediment-16,camphor,NA,DTXSID5030955,Camphor,76-22-2,Mixture of Stereoisomers,DSSYKIVIOFKYAU-UHFFFAOYNA-N,C10H16O
191,DTXRID7016336970,ca_surf_sediment-17,carbaryl,NA,DTXSID9020247,Carbaryl,63-25-2,Single Compound,CVXBEEMKQHEXEN-UHFFFAOYSA-N,C12H11NO2
192,DTXRID5016336971,ca_surf_sediment-18,carbofuran,NA,DTXSID9020249,Carbofuran,1563-66-2,Single Compound,DUEPRVBVGDRKAG-UHFFFAOYSA-N,C12H15NO3
193,DTXRID3016336972,ca_surf_sediment-19,chlordane,NA,DTXSID7020267,Chlordane,57-74-9,Mixture of Stereoisomers,BIWJNBZANLAXMG-UHFFFAOYNA-N,C10H6Cl8
194,DTXRID1016336973,ca_surf_sediment-20,"chlordane, other",NA,DTXSID7020267,Chlordane,57-74-9,Mixture of Stereoisomers,BIWJNBZANLAXMG-UHFFFAOYNA-N,C10H6Cl8
195,DTXRID9016336974,ca_surf_sediment-21,chlorothalonil,NA,DTXSID0020319,Chlorothalonil,1897-45-6,Single Compound,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C8Cl4N2
196,DTXRID7016336975,ca_surf_sediment-22,chlorpyrifos,NA,DTXSID4020458,Chlorpyrifos,2921-88-2,Single Compound,SBPBAQFWLVIOKP-UHFFFAOYSA-N,C9H11Cl3NO3PS
197,DTXRID5016336976,ca_surf_sediment-23,chlorthal-dimethyl,NA,DTXSID0024000,Chlorthal-dimethyl,1861-32-1,Single Compound,NPOJQCVWMSKXDN-UHFFFAOYSA-N,C10H6Cl4O4
198,DTXRID3016336977,ca_surf_sediment-24,clomazone,NA,DTXSID1032355,Clomazone,81777-89-1,Single Compound,KIEDNEWSYUYDSN-UHFFFAOYSA-N,C12H14ClNO2
199,DTXRID1016336978,ca_surf_sediment-25,coumaphos,NA,DTXSID2020347,Coumaphos,56-72-4,Single Compound,BXNANOICGRISHX-UHFFFAOYSA-N,C14H16ClO5PS
200,DTXRID9016336979,ca_surf_sediment-26,cycloate,NA,DTXSID6032356,Cycloate,1134-23-2,Single Compound,DFCAFRGABIXSDS-UHFFFAOYSA-N,C11H21NOS
201,DTXRID4016336980,ca_surf_sediment-27,cyfluthrin,NA,DTXSID5035957,Cyfluthrin,68359-37-5,Mixture of Stereoisomers,QQODLKZGRKWIFG-UHFFFAOYNA-N,C22H18Cl2FNO3
202,DTXRID2016336981,ca_surf_sediment-28,cypermethrin,NA,DTXSID1023998,Cypermethrin,52315-07-8,Mixture of Stereoisomers,KAATUXNTWXVJKI-UHFFFAOYNA-N,C22H19Cl2NO3
203,DTXRID0016336982,ca_surf_sediment-29,ddd,NA,DTXSID4020373,"p,p'-DDD",72-54-8,Single Compound,AHJKRLASYNVKDZ-UHFFFAOYSA-N,C14H10Cl4
204,DTXRID8016336983,ca_surf_sediment-30,dde,NA,DTXSID9020374,"p,p'-DDE",72-55-9,Single Compound,UCNVFOCBFJOQAL-UHFFFAOYSA-N,C14H8Cl4
205,DTXRID6016336984,ca_surf_sediment-31,ddt,NA,DTXSID4020375,DDT,50-29-3,Single Compound,YVGGHNCTFXOJCH-UHFFFAOYSA-N,C14H9Cl5
206,DTXRID4016336985,ca_surf_sediment-32,DDVP,NA,DTXSID5020449,Dichlorvos,62-73-7,Single Compound,OEBRKCOSUFCWJD-UHFFFAOYSA-N,C4H7Cl2O4P
207,DTXRID2016336986,ca_surf_sediment-33,deet,NA,DTXSID2021995,DEET,134-62-3,Single Compound,MMOXZBCLCQITDF-UHFFFAOYSA-N,C12H17NO
208,DTXRID0016336987,ca_surf_sediment-34,deltamethrin,NA,DTXSID8020381,Deltamethrin,52918-63-5,Single Compound,OWZREIFADZCYQD-NSHGMRRFSA-N,C22H19Br2NO3
209,DTXRID8016336988,ca_surf_sediment-35,desulfinyl fipronil amide,NA,DTXSID001017911,Desulfinylfipronil amide,1115248-09-3,Single Compound,PLPNAEYXUDBSAJ-UHFFFAOYSA-N,C12H6Cl2F6N4O
210,DTXRID6016336989,ca_surf_sediment-36,diazinon,NA,DTXSID9020407,Diazinon,333-41-5,Single Compound,FHIVAFMUCKRCQO-UHFFFAOYSA-N,C12H21N2O3PS
211,DTXRID1016336990,ca_surf_sediment-37,dicamba,NA,DTXSID4024018,Dicamba,1918-00-9,Single Compound,IWEDIXLBFLAXBO-UHFFFAOYSA-N,C8H6Cl2O3
212,DTXRID9016336991,ca_surf_sediment-38,dicofol,NA,DTXSID4020450,Dicofol,115-32-2,Single Compound,UOAMTSKGCBMZTC-UHFFFAOYSA-N,C14H9Cl5O
213,DTXRID7016336992,ca_surf_sediment-39,dieldrin,NA,DTXSID9020453,Dieldrin,60-57-1,Single Compound,DFBKLUNHFCTMDC-PICURKEMNA-N,C12H8Cl6O
214,DTXRID5016336993,ca_surf_sediment-40,dimethoate,NA,DTXSID7020479,Dimethoate,60-51-5,Single Compound,MCWXGJITAZMZEV-UHFFFAOYSA-N,C5H12NO3PS2
215,DTXRID3016336994,ca_surf_sediment-41,dimethomorph,NA,DTXSID7034545,Dimethomorph,110488-70-5,Mixture of Stereoisomers,QNBTYORWCCMPQP-UHFFFAOYSA-N,C21H22ClNO4
216,DTXRID1016336995,ca_surf_sediment-42,diquat dibromide,NA,DTXSID3024075,Diquat dibromide,85-00-7,Single Compound,ODPOAESBSUKMHD-UHFFFAOYSA-L,C12H12Br2N2
217,DTXRID9016336996,ca_surf_sediment-43,disulfoton,NA,DTXSID0022018,Disulfoton,298-04-4,Single Compound,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,C8H19O2PS3
218,DTXRID7016336997,ca_surf_sediment-44,dithiopyr,NA,DTXSID9032379,Dithiopyr,97886-45-8,Single Compound,YUBJPYNSGLJZPQ-UHFFFAOYSA-N,C15H16F5NO2S2
219,DTXRID5016336998,ca_surf_sediment-45,endosulfan,NA,DTXSID1020560,Endosulfan,115-29-7,Single Compound,RDYMFSUJUZBWLH-UHFFFAOYNA-N,C9H6Cl6O3S
220,DTXRID3016336999,ca_surf_sediment-46,endosulfan II,NA,DTXSID8037540,Endosulfan II,33213-65-9,Single Compound,RDYMFSUJUZBWLH-BRZMKDEISA-N,C9H6Cl6O3S
221,DTXRID9016337000,ca_surf_sediment-47,endosulfan sulfate,NA,DTXSID3037541,Endosulfan sulfate,1031-07-8,Mixture of Stereoisomers,AAPVQEMYVNZIOO-UHFFFAOYNA-N,C9H6Cl6O4S
222,DTXRID7016337001,ca_surf_sediment-48,endrin,NA,DTXSID6020561,Endrin,72-20-8,Single Compound,DFBKLUNHFCTMDC-GKRDHZSONA-N,C12H8Cl6O
223,DTXRID5016337002,ca_surf_sediment-49,endrin aldehyde,NA,DTXSID0047743,Endrin aldehyde,7421-93-4,Single Compound,HCTWZIFNBBCVGM-MHURBORPNA-N,C12H8Cl6O
224,DTXRID3016337003,ca_surf_sediment-50,eptc,NA,DTXSID1024091,EPTC,759-94-4,Single Compound,GUVLYNGULCJVDO-UHFFFAOYSA-N,C9H19NOS
225,DTXRID1016337004,ca_surf_sediment-51,esfenvalerate,NA,DTXSID4032667,Esfenvalerate,66230-04-4,Single Compound,NYPJDWWKZLNGGM-RPWUZVMVSA-N,C25H22ClNO3
226,DTXRID9016337005,ca_surf_sediment-52,ethalfluralin,NA,DTXSID8032386,Ethalfluralin,55283-68-6,Single Compound,PTFJIKYUEPWBMS-UHFFFAOYSA-N,C13H14F3N3O4
227,DTXRID7016337006,ca_surf_sediment-53,ethoprop,NA,DTXSID4032611,Ethoprop,13194-48-4,Single Compound,VJYFKVYYMZPMAB-UHFFFAOYSA-N,C8H19O2PS2
228,DTXRID5016337007,ca_surf_sediment-54,fenarimol,NA,DTXSID2032390,Fenarimol,60168-88-9,Mixture of Stereoisomers,NHOWDZOIZKMVAI-UHFFFAOYNA-N,C17H12Cl2N2O
229,DTXRID3016337008,ca_surf_sediment-55,fenitrothion,NA,DTXSID4032613,Fenitrothion,122-14-5,Single Compound,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,C9H12NO5PS
230,DTXRID1016337009,ca_surf_sediment-56,fenpropathrin,NA,DTXSID0024002,Fenpropathrin,39515-41-8,Single Compound,XQUXKZZNEFRCAW-UHFFFAOYNA-N,C22H23NO3
231,DTXRID6016337010,ca_surf_sediment-57,fenthion,NA,DTXSID8020620,Fenthion,55-38-9,Single Compound,PNVJTZOFSHSLTO-UHFFFAOYSA-N,C10H15O3PS2
232,DTXRID4016337011,ca_surf_sediment-58,fipronil,NA,DTXSID4034609,Fipronil,120068-37-3,Single Compound,ZOCSXAVNDGMNBV-UHFFFAOYNA-N,C12H4Cl2F6N4OS
233,DTXRID2016337012,ca_surf_sediment-59,fipronil sulfide,NA,DTXSID50869644,Fipronil sulfide,120067-83-6,Single Compound,FQXWEKADCSXYOC-UHFFFAOYSA-N,C12H4Cl2F6N4S
234,DTXRID0016337013,ca_surf_sediment-60,fipronil sulfone,NA,DTXSID6074750,Fipronil sulfone,120068-36-2,Single Compound,LGHZJDKSVUTELU-UHFFFAOYSA-N,C12H4Cl2F6N4O2S
235,DTXRID8016337014,ca_surf_sediment-61,fluazinam,NA,DTXSID7032551,Fluazinam,79622-59-6,Single Compound,UZCGKGPEKUCDTF-UHFFFAOYSA-N,C13H4Cl2F6N4O4
236,DTXRID6016337015,ca_surf_sediment-62,fludioxonil,NA,DTXSID2032398,Fludioxonil,131341-86-1,Single Compound,MUJOIMFVNIBMKC-UHFFFAOYSA-N,C12H6F2N2O2
237,DTXRID4016337016,ca_surf_sediment-63,fluridone,NA,DTXSID8024107,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,59756-60-4,Single Compound,YWBVHLJPRPCRSD-UHFFFAOYSA-N,C19H14F3NO
238,DTXRID2016337017,ca_surf_sediment-64,flutriafol,NA,DTXSID8040727,Flutriafol,76674-21-0,Single Compound,JWUCHKBSVLQQCO-UHFFFAOYNA-N,C16H13F2N3O
239,DTXRID0016337018,ca_surf_sediment-65,fluvalinate,NA,DTXSID7024110,Fluvalinate,69409-94-5,Single Compound,INISTDXBRIBGOC-UHFFFAOYNA-N,C26H22ClF3N2O3
240,DTXRID8016337019,ca_surf_sediment-66,fonofos,NA,DTXSID2024113,Fonofos,944-22-9,Single Compound,KVGLBTYUCJYMND-UHFFFAOYNA-N,C10H15OPS2
241,DTXRID3016337020,ca_surf_sediment-67,gamma-cyhalothrin,NA,DTXSID1034501,gamma-Cyhalothrin,76703-62-3,Single Compound,ZXQYGBMAQZUVMI-GCMPRSNUSA-N,C23H19ClF3NO3
242,DTXRID1016337021,ca_surf_sediment-68,heptachlor,NA,DTXSID3020679,Heptachlor,76-44-8,Single Compound,FRCCEHPWNOQAEU-UHFFFAOYNA-N,C10H5Cl7
243,DTXRID9016337022,ca_surf_sediment-69,hexazinone,NA,DTXSID4024145,Hexazinone,51235-04-2,Single Compound,CAWXEEYDBZRFPE-UHFFFAOYSA-N,C12H20N4O2
244,DTXRID7016337023,ca_surf_sediment-70,iprodione,NA,DTXSID3024154,Iprodione,36734-19-7,Single Compound,ONUFESLQCSAYKA-UHFFFAOYSA-N,C13H13Cl2N3O3
245,DTXRID5016337024,ca_surf_sediment-71,lambda cyhalothrin,NA,DTXSID7032559,<U+03BB>-Cyhalothrin,91465-08-6,Mixture of Stereoisomers,ZXQYGBMAQZUVMI-VGISDWQONA-N,C23H19ClF3NO3
246,DTXRID3016337025,ca_surf_sediment-72,lindane (gamma-bhc),NA,DTXSID2020686,Lindane,58-89-9,Single Compound,JLYXXMFPNIAWKQ-GNIYUCBRNA-N,C6H6Cl6
247,DTXRID1016337026,ca_surf_sediment-73,malathion,NA,DTXSID4020791,Malathion,121-75-5,Mixture of Stereoisomers,JXSJBGJIGXNWCI-UHFFFAOYNA-N,C10H19O6PS2
248,DTXRID9016337027,ca_surf_sediment-74,MCPA,NA,DTXSID4024195,MCPA,94-74-6,Single Compound,WHKUVVPPKQRRBV-UHFFFAOYSA-N,C9H9ClO3
249,DTXRID7016337028,ca_surf_sediment-75,mcpp,NA,DTXSID9045138,1-(3-Chlorophenyl)piperazine,6640-24-0,Single Compound,VHFVKMTVMIZMIK-UHFFFAOYSA-N,C10H13ClN2
250,DTXRID5016337029,ca_surf_sediment-76,methamidophos,NA,DTXSID6024177,Methamidophos,10265-92-6,Single Compound,NNKVPIKMPCQWCG-UHFFFAOYNA-N,C2H8NO2PS
251,DTXRID0016337030,ca_surf_sediment-77,methidathion,NA,DTXSID5020819,Methidathion,950-37-8,Single Compound,MEBQXILRKZHVCX-UHFFFAOYSA-N,C6H11N2O4PS3
252,DTXRID8016337031,ca_surf_sediment-78,methoprene,NA,DTXSID8032627,Methoprene,40596-69-8,Single Compound,NFGXHKASABOEEW-LDRANXPENA-N,C19H34O3
253,DTXRID6016337032,ca_surf_sediment-79,methoxychlor,NA,DTXSID9020827,Methoxychlor,72-43-5,Single Compound,IAKOZHOLGAGEJT-UHFFFAOYSA-N,C16H15Cl3O2
254,DTXRID4016337033,ca_surf_sediment-80,methyl parathion,NA,DTXSID1020855,Methyl parathion,298-00-0,Single Compound,RLBIQVVOMOPOHC-UHFFFAOYSA-N,C8H10NO5PS
255,DTXRID2016337034,ca_surf_sediment-81,metolachlor,NA,DTXSID4022448,Metolachlor,51218-45-2,Mixture of Stereoisomers,WVQBLGZPHOPPFO-UHFFFAOYNA-N,C15H22ClNO2
256,DTXRID0016337035,ca_surf_sediment-82,mevinphos,NA,DTXSID2032683,Mevinphos,7786-34-7,Mixture of Stereoisomers,GEPDYQSQVLXLEU-UHFFFAOYSA-N,C7H13O6P
257,DTXRID8016337036,ca_surf_sediment-83,molinate,NA,DTXSID6024206,Molinate,2212-67-1,Single Compound,DEDOPGXGGQYYMW-UHFFFAOYSA-N,C9H17NOS
258,DTXRID6016337037,ca_surf_sediment-84,myclobutanil,NA,DTXSID8024315,Myclobutanil,88671-89-0,Mixture of Stereoisomers,HZJKXKUJVSEEFU-UHFFFAOYNA-N,C15H17ClN4
259,DTXRID4016337038,ca_surf_sediment-85,naled,NA,DTXSID1024209,Naled,300-76-5,Single Compound,BUYMVQAILCEWRR-UHFFFAOYNA-N,C4H7Br2Cl2O4P
260,DTXRID2016337039,ca_surf_sediment-86,napropamide,NA,DTXSID5024211,Napropamide,15299-99-7,Single Compound,WXZVAROIGSFCFJ-UHFFFAOYNA-N,C17H21NO2
261,DTXRID7016337040,ca_surf_sediment-87,oxadiazon,NA,DTXSID3024239,Oxadiazon,19666-30-9,Single Compound,CHNUNORXWHYHNE-UHFFFAOYSA-N,C15H18Cl2N2O3
262,DTXRID5016337041,ca_surf_sediment-88,oxyfluorfen,NA,DTXSID7024241,Oxyfluorfen,42874-03-3,Single Compound,OQMBBFQZGJFLBU-UHFFFAOYSA-N,C15H11ClF3NO4
